Cu,Fe,S,SiO2,Al2O3,CaO,MgO,S/Cu,(Fe+S)/Cu,CONC. FEED RATE,SILICA FEED RATE ,COAL FEED RATE,C-SLAG FEED RATE - S Furnace,S-FURNACE AIR,S-FURNACE OXYGEN,Cu_in_Cl_Slag,Fe/SiO2,Fe3O4_Cls,Matte Grade,Cu_C_slag,Fe_C_slag,CaO_C_slag,Fe3O4_C_slag,Cu_class
25.6,28.9,29.8,7.5,1.5,0.5,0.7,1.2,2.2901584759747298,106.0,14.2,2.5,6.0,18160.8,20522.4,0.71,1.08,1.49,68.63,12.0,46.21,16.46,29.58,1
25.6,28.9,29.8,7.5,1.5,0.5,0.7,1.2,2.2901584759747298,88.0,14.2,2.6,5.4,18669.9,20597.3,0.72,1.1,1.67,67.71,11.42,47.71,16.04,28.87,1
25.6,28.9,29.8,7.5,1.5,0.5,0.7,1.2,2.2901584759747298,105.0,14.2,1.8,6.3,18236.6,21160.4,0.75,1.14,1.6,67.49,11.75,46.99,16.28,29.21,1
25.6,28.9,29.8,7.5,1.5,0.5,0.7,1.2,2.2901584759747298,104.0,14.0,1.5,7.0,17951.4,19960.7,0.72,1.14,1.64,68.27,13.73,43.7,14.73,29.92,1
25.6,28.9,29.8,7.5,1.5,0.5,0.7,1.2,2.2901584759747298,105.0,14.0,1.7,7.0,18018.7,21047.6,0.72,1.14,1.64,68.27,13.73,43.7,14.73,29.92,1
25.6,28.9,29.8,7.5,1.5,0.5,0.7,1.2,2.2901584759747298,105.0,14.0,1.6,7.0,18075.0,21504.3,0.71,1.13,1.48,68.26,11.61,45.33,17.13,28.85,1
25.6,28.9,29.8,7.5,1.5,0.5,0.7,1.2,2.2901584759747298,104.0,14.0,1.7,7.0,17961.9,21144.3,0.7,1.17,1.56,68.4,11.77,45.64,16.95,29.11,1
25.6,28.9,29.8,7.5,1.5,0.5,0.7,1.2,2.2901584759747298,104.0,14.1,1.9,6.3,17907.7,20977.8,0.72,1.14,1.72,68.66,12.12,45.28,17.05,28.95,1
25.6,28.9,29.8,7.5,1.5,0.5,0.7,1.2,2.2901584759747298,104.0,14.0,1.9,6.0,17803.9,21276.5,0.73,1.18,1.63,68.88,12.46,44.69,16.69,29.23,1
25.6,28.9,29.8,7.5,1.5,0.5,0.7,1.2,2.2901584759747298,92.0,13.4,1.6,6.0,16782.6,18918.1,0.73,1.17,1.55,68.79,12.12,45.52,17.32,29.01,1
25.6,28.9,29.8,7.5,1.5,0.5,0.7,1.2,2.2901584759747298,104.0,14.0,1.5,6.7,17978.1,21381.1,0.72,1.13,1.68,69.19,11.74,44.99,17.12,28.49,1
25.6,28.9,29.8,7.5,1.5,0.5,0.7,1.2,2.2901584759747298,105.0,14.1,1.5,6.2,18022.5,21093.2,0.74,1.17,1.59,68.94,12.03,45.6,17.18,28.64,1
25.6,28.9,29.8,7.5,1.5,0.5,0.7,1.2,2.2901584759747298,104.0,14.0,1.6,6.8,18115.1,21284.2,0.72,1.16,1.7,69.17,12.35,45.82,17.03,27.98,1
25.6,28.9,29.8,7.5,1.5,0.5,0.7,1.2,2.2901584759747298,104.0,14.0,1.6,6.0,17965.7,21079.4,0.74,1.22,1.75,68.76,12.48,45.94,17.27,28.12,1
25.6,28.9,29.8,7.5,1.5,0.5,0.7,1.2,2.2901584759747298,96.0,12.7,2.7,3.4,17485.3,18488.5,0.83,1.15,1.65,70.12,12.24,45.42,17.61,28.64,0
25.6,28.9,29.8,7.5,1.5,0.5,0.7,1.2,2.2901584759747298,105.0,13.9,3.6,3.8,17482.3,18026.7,0.83,1.2,1.78,70.24,12.82,45.0,17.55,28.91,0
25.6,28.9,29.8,7.5,1.5,0.5,0.7,1.2,2.2901584759747298,105.0,13.2,3.8,3.0,17780.9,20572.0,0.72,1.08,1.92,69.75,12.25,44.6,17.56,29.13,1
25.6,28.9,29.8,7.5,1.5,0.5,0.7,1.2,2.2901584759747298,105.0,13.0,3.9,2.2,17423.4,21188.6,0.75,1.1,1.72,69.74,12.5,45.28,17.46,30.01,1
25.6,28.9,29.8,7.5,1.5,0.5,0.7,1.2,2.2901584759747298,105.0,14.0,3.6,2.8,18128.0,20502.3,0.75,1.16,1.85,68.74,12.11,46.23,16.68,28.94,1
25.6,28.9,29.8,7.5,1.5,0.5,0.7,1.2,2.2901584759747298,105.0,14.1,2.3,4.0,18613.0,20847.4,0.8,1.15,1.61,68.51,12.88,47.29,16.28,30.28,0
25.6,28.9,29.8,7.5,1.5,0.5,0.7,1.2,2.2901584759747298,104.0,14.1,2.1,4.0,18357.6,21031.5,0.81,1.21,1.7,68.47,12.83,46.97,16.45,29.81,0
25.6,28.9,29.8,7.5,1.5,0.5,0.7,1.2,2.2901584759747298,91.0,13.5,2.2,4.0,17555.3,19219.3,0.74,1.17,1.73,68.61,11.74,45.64,16.54,29.61,1
25.6,28.9,29.8,7.5,1.5,0.5,0.7,1.2,2.2901584759747298,106.0,14.0,2.6,4.0,18534.8,20998.4,0.74,1.18,1.65,69.45,12.19,44.74,16.9,29.18,1
25.6,28.9,29.8,7.5,1.5,0.5,0.7,1.2,2.2901584759747298,104.0,14.0,3.1,4.0,18289.5,20521.0,0.75,1.18,1.71,69.54,12.21,45.33,17.05,28.8,1
25.6,28.9,29.8,7.5,1.5,0.5,0.7,1.2,2.2901584759747298,106.0,14.1,3.3,4.0,17262.1,20445.6,0.74,1.18,1.59,70.17,12.44,43.82,17.54,29.02,1
25.6,28.9,29.8,7.5,1.5,0.5,0.7,1.2,2.2901584759747298,105.0,14.0,4.1,4.0,18623.6,20513.8,0.82,1.18,1.63,70.53,12.28,44.47,17.69,28.49,0
25.6,28.9,29.8,7.5,1.5,0.5,0.7,1.2,2.2901584759747298,104.0,13.9,2.5,4.0,18231.4,20944.2,0.74,1.17,1.72,69.34,12.24,44.75,16.71,29.17,1
25.7,27.2,26.7,7.3,1.3,0.4,0.5,1.0,2.1021499615208517,106.0,14.0,1.8,6.3,18164.3,20871.3,0.74,1.17,1.56,69.36,12.09,45.61,17.02,29.44,1
25.7,27.2,26.7,7.3,1.3,0.4,0.5,1.0,2.1021499615208517,105.0,14.1,2.9,7.0,17971.8,21009.5,0.81,1.18,1.7,69.37,12.13,45.58,17.27,27.86,0
25.7,27.2,26.7,7.3,1.3,0.4,0.5,1.0,2.1021499615208517,105.0,14.0,3.0,7.0,18202.5,20743.4,0.8,1.18,1.75,69.34,12.75,45.6,16.96,28.13,0
25.7,27.2,26.7,7.3,1.3,0.4,0.5,1.0,2.1021499615208517,105.0,13.5,3.8,6.0,18168.6,21170.8,0.73,1.15,1.55,68.86,11.77,46.18,16.41,28.15,1
25.7,27.2,26.7,7.3,1.3,0.4,0.5,1.0,2.1021499615208517,103.0,13.7,3.7,6.0,17980.8,21405.7,0.72,1.12,1.68,69.34,12.24,45.87,16.77,27.7,1
25.7,27.2,26.7,7.3,1.3,0.4,0.5,1.0,2.1021499615208517,85.0,12.0,3.5,5.2,16332.8,18249.3,0.8,1.18,1.59,68.83,12.19,45.79,16.83,28.16,0
25.7,27.2,26.7,7.3,1.3,0.4,0.5,1.0,2.1021499615208517,91.0,12.0,3.5,6.0,17430.4,19674.3,0.71,1.11,1.53,68.4,12.33,46.5,16.85,27.75,1
25.7,27.2,26.7,7.3,1.3,0.4,0.5,1.0,2.1021499615208517,89.0,12.2,3.5,6.0,17367.1,18954.2,0.75,1.16,1.7,67.8,12.09,47.31,15.87,28.87,1
25.7,27.2,26.7,7.3,1.3,0.4,0.5,1.0,2.1021499615208517,84.0,13.2,3.8,6.2,16252.6,16286.5,0.74,1.14,1.62,68.95,12.21,46.83,16.04,29.11,1
25.7,27.2,26.7,7.3,1.3,0.4,0.5,1.0,2.1021499615208517,84.0,13.6,4.5,5.0,17535.2,17947.2,0.72,1.15,1.56,69.08,12.16,44.81,17.27,29.15,1
25.7,27.2,26.7,7.3,1.3,0.4,0.5,1.0,2.1021499615208517,85.0,13.7,5.0,5.0,16958.1,17489.4,0.73,1.12,1.46,68.41,12.16,45.78,16.36,29.27,1
25.7,27.2,26.7,7.3,1.3,0.4,0.5,1.0,2.1021499615208517,86.0,13.5,5.0,5.4,16945.4,17765.1,0.73,1.13,1.53,68.31,11.24,47.05,16.44,29.84,1
25.7,27.2,26.7,7.3,1.3,0.4,0.5,1.0,2.1021499615208517,85.0,13.5,5.0,6.0,17016.1,17486.3,0.72,1.12,1.6,68.32,12.54,45.62,16.27,28.93,1
25.7,27.2,26.7,7.3,1.3,0.4,0.5,1.0,2.1021499615208517,85.0,13.5,5.0,5.8,16957.6,17493.7,0.73,1.14,1.64,68.4,12.04,46.42,16.68,29.14,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,84.0,13.5,5.0,5.0,16977.1,17498.6,0.73,1.14,1.57,68.1,12.89,46.17,16.43,29.38,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,85.0,13.5,5.0,5.0,17049.7,17972.4,0.74,1.14,1.63,68.72,13.09,46.71,16.45,28.77,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,85.0,12.7,5.0,4.2,17162.5,17953.0,0.72,1.05,1.72,69.28,11.63,43.55,17.6,27.14,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,85.0,12.4,5.0,4.0,17392.9,17470.5,0.74,1.13,1.59,69.78,10.74,43.91,18.27,27.33,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,89.0,11.7,5.3,2.9,16665.2,16572.0,0.75,1.13,1.55,69.54,10.98,44.55,17.74,27.74,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,88.0,13.3,2.9,5.0,17511.8,16743.0,0.84,1.17,1.48,69.84,15.11,40.57,16.11,26.45,0
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,94.0,13.5,4.2,4.3,18490.4,18980.7,0.8,1.12,1.48,70.2,12.45,44.49,16.93,28.94,0
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,95.0,11.2,4.1,5.0,18518.2,18989.3,0.74,1.14,1.68,68.96,14.62,44.95,16.03,29.11,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,96.0,11.1,4.2,5.0,18500.2,18997.5,0.74,1.13,1.61,68.5,12.04,46.65,16.19,29.69,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,95.0,11.3,3.2,5.6,18361.3,18861.9,0.74,1.16,1.63,69.23,12.38,45.18,16.71,27.6,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,91.0,10.5,4.0,4.8,17074.9,17281.0,0.74,1.2,1.73,69.52,12.06,46.03,16.53,28.06,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,94.0,11.3,4.4,5.0,18009.1,19405.1,0.72,1.13,1.64,70.1,11.55,44.22,17.57,26.94,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,94.0,11.6,5.0,5.0,18440.5,18252.2,0.81,1.14,1.4,70.49,13.38,44.24,15.91,28.12,0
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,94.0,11.9,6.0,6.0,16985.5,18470.9,0.75,1.14,1.51,70.73,13.49,42.89,17.99,27.56,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,95.0,11.5,6.2,6.5,17807.8,18141.8,0.74,1.12,1.4,70.43,12.59,44.05,17.88,28.77,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,95.0,12.5,6.5,6.3,17794.1,18525.7,0.73,1.11,1.63,70.53,15.14,43.27,16.84,27.54,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,96.0,5.7,5.8,4.0,15966.1,17483.8,0.8,1.19,1.8,68.96,11.89,46.29,16.96,28.34,0
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,81.0,9.7,6.5,3.0,17145.1,16502.7,0.8,1.17,1.58,71.01,18.88,39.03,19.04,28.03,0
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,95.0,11.5,6.3,3.0,17634.7,17250.3,0.8,1.16,1.75,70.11,11.03,40.76,20.03,27.79,0
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,94.0,11.5,6.5,5.0,17521.1,17493.6,0.8,1.2,1.49,70.33,12.42,43.47,18.25,27.82,0
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,95.0,11.5,6.5,5.0,17494.2,17509.6,0.75,1.17,1.56,70.68,14.17,44.13,17.76,28.13,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,95.0,11.5,6.5,5.0,17478.8,17493.4,0.82,1.17,1.59,70.83,13.54,44.79,17.27,28.1,0
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,94.0,11.5,6.5,5.0,17469.9,17483.1,0.74,1.18,1.48,70.09,12.71,43.99,16.75,27.91,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,95.0,12.6,6.7,4.0,17029.5,17489.0,0.73,1.12,1.49,69.85,12.84,45.63,16.69,30.11,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,95.0,12.7,6.4,4.0,16964.7,17487.7,0.81,1.07,1.44,70.22,12.2,45.46,16.93,29.4,0
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,95.0,12.3,6.7,4.0,17873.2,17484.4,0.73,1.05,1.35,69.01,11.56,46.92,16.27,30.01,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,95.0,11.8,6.2,4.0,17462.9,17984.8,0.75,1.08,1.46,69.96,11.72,46.51,16.63,29.1,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,94.0,11.4,6.1,4.0,17555.4,17589.7,0.73,1.17,1.62,69.07,11.78,45.58,16.13,29.42,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,96.0,11.7,6.2,4.0,17482.4,17505.7,0.7,1.01,1.48,69.39,11.8,45.97,16.51,28.7,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,96.0,11.6,6.3,4.0,17486.3,17498.2,0.73,1.08,1.71,69.65,11.97,46.2,17.03,29.02,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,94.0,11.5,6.1,4.0,17675.4,17126.1,0.72,1.07,1.66,69.54,11.87,46.07,16.62,29.32,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,95.0,11.5,6.0,4.0,17544.9,17611.0,0.72,1.1,1.69,69.14,12.88,46.6,16.54,29.81,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,94.0,11.6,5.8,4.1,17465.4,18036.3,0.71,1.09,1.82,69.28,14.49,43.34,15.06,28.48,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,96.0,11.8,5.3,4.3,17470.9,18603.9,0.7,1.09,1.7,69.65,14.99,45.48,16.36,29.33,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,94.0,12.0,5.7,5.0,16741.7,16743.6,0.8,1.08,1.65,69.63,12.84,42.44,19.37,28.72,0
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,94.0,12.0,5.7,5.0,18074.1,17670.9,0.75,1.17,1.53,70.16,15.02,43.08,18.1,27.91,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,95.0,12.0,5.5,5.0,18250.4,17340.0,0.75,1.15,1.59,70.54,12.19,43.69,17.91,28.06,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,94.0,12.0,6.0,4.0,18509.4,16898.6,0.75,1.12,1.61,70.52,14.0,45.58,16.22,27.93,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,94.0,12.0,6.4,4.0,18524.2,17601.8,0.71,1.13,1.49,69.79,13.95,45.65,16.27,28.09,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,94.0,12.0,6.5,4.0,18496.7,17514.9,0.73,1.13,1.55,70.1,14.82,44.08,16.79,27.9,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,96.0,12.3,6.6,4.0,18174.3,17275.2,0.74,1.14,1.49,70.32,13.03,44.81,16.93,28.27,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,100.0,12.7,6.7,2.2,17387.3,17783.4,0.72,1.1,1.66,70.09,16.58,44.67,16.48,28.16,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,95.0,11.7,6.7,2.4,17940.0,18442.5,0.83,1.16,1.79,70.94,14.93,44.61,16.8,27.98,0
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,95.0,11.7,6.3,4.0,17307.0,17792.2,0.75,1.05,1.57,69.68,19.2,43.83,15.7,28.87,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,95.0,11.7,6.2,4.0,17711.2,17506.1,0.71,1.0,1.62,69.32,13.04,46.17,16.65,29.12,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,96.0,11.7,6.0,4.0,17552.9,17244.2,0.71,1.09,1.57,69.56,12.77,44.99,17.17,27.7,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,95.0,11.7,6.0,4.0,17487.9,17255.6,0.7,1.1,1.54,69.61,12.05,45.13,16.82,27.95,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,95.0,11.7,5.8,4.0,17478.9,17247.0,0.7,1.08,1.7,70.2,11.82,45.57,17.06,28.3,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,94.0,11.6,6.0,4.0,17527.9,17260.5,0.7,1.1,1.62,69.76,11.65,45.3,16.8,28.02,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.086046780470887,96.0,11.5,6.0,4.0,18018.4,17982.8,0.7,1.12,1.59,70.12,14.09,45.44,16.52,27.14,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.0860467804708875,91.0,11.3,6.5,3.0,17003.0,17008.0,0.81,1.12,1.45,71.48,12.29,43.22,17.71,28.02,0
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.0860467804708875,96.0,11.7,6.5,3.0,16635.4,17020.3,0.71,1.09,1.34,70.95,12.0,43.91,18.39,27.13,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.0860467804708875,95.0,11.4,6.1,4.0,17454.6,17496.0,0.74,1.22,1.74,70.31,11.33,44.85,18.12,27.66,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.0860467804708875,96.0,11.5,6.4,4.0,17316.4,18356.5,0.71,1.13,1.49,70.36,11.68,44.03,17.99,27.43,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.0860467804708875,90.0,11.8,6.0,4.0,18017.8,17511.4,0.75,1.12,1.76,70.23,12.61,44.01,17.69,29.12,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.0860467804708875,96.0,11.9,6.2,3.1,17966.0,17501.9,0.73,1.1,1.66,70.06,13.09,44.4,17.33,28.7,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.0860467804708875,95.0,12.0,6.1,3.8,17972.3,17510.3,0.85,1.14,1.84,71.14,11.82,43.6,17.63,28.39,0
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.0860467804708875,96.0,11.8,6.2,3.4,17744.0,17641.3,0.81,1.25,1.67,71.2,12.78,43.94,17.73,27.93,0
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.0860467804708875,95.0,11.2,6.4,3.0,18079.7,18193.2,0.74,1.17,1.7,70.82,12.64,43.68,17.1,28.05,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.0860467804708875,95.0,10.8,6.4,3.8,18182.7,18440.7,0.74,1.16,1.63,71.13,12.15,44.84,17.46,27.72,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.0860467804708875,95.0,10.9,6.5,4.0,17577.3,18637.2,0.72,1.1,1.52,69.94,14.8,44.66,16.91,28.3,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.0860467804708875,94.0,11.0,6.5,4.0,17595.5,17765.8,0.72,1.09,1.66,70.09,12.04,44.88,17.42,27.49,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.0860467804708875,94.0,11.0,6.5,4.0,17471.1,17499.3,0.74,1.1,1.57,70.34,13.75,44.35,16.68,27.35,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.0860467804708875,95.0,11.0,6.5,4.0,16046.5,16365.4,0.81,1.13,1.65,71.4,12.11,44.33,17.61,27.85,0
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.0860467804708875,94.0,11.8,6.5,3.0,16642.8,17481.5,0.74,1.11,1.41,71.22,12.13,44.48,17.56,27.9,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.0860467804708875,94.0,11.5,6.5,3.0,17036.5,18017.4,0.74,1.17,1.72,71.2,11.92,44.37,17.48,27.29,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.0860467804708875,95.0,10.5,6.5,4.3,17073.1,17991.3,0.81,1.23,1.84,70.12,11.93,45.56,17.22,29.21,0
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.0860467804708875,95.0,11.4,6.6,4.3,17466.9,18460.8,0.74,1.13,1.6,70.57,12.05,44.68,17.54,29.11,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.0860467804708875,96.0,11.2,6.6,3.8,18288.2,17886.7,0.71,1.08,1.6,70.84,14.38,43.65,17.56,26.59,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.0860467804708875,95.0,11.2,6.6,4.0,18287.3,18002.8,0.71,1.09,1.51,70.44,14.52,43.18,17.4,23.14,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.0860467804708875,95.0,11.2,6.6,4.0,18290.2,17984.6,0.73,1.08,1.29,70.03,11.86,44.65,16.55,24.61,1
24.2,28.3,26.9,10.1,2.2,0.7,0.5,1.1,2.2800607569824036,95.0,9.5,6.6,2.7,16964.9,17392.4,0.8,1.11,1.68,70.55,12.71,45.22,16.29,28.81,0
24.2,28.3,26.9,10.1,2.2,0.7,0.5,1.1,2.2800607569824036,94.0,9.3,6.5,3.7,17361.6,18398.5,0.74,1.1,1.77,69.24,11.3,47.39,16.18,28.32,1
24.2,28.3,26.9,10.1,2.2,0.7,0.5,1.1,2.2800607569824036,95.0,9.0,5.1,6.0,17564.1,18506.1,0.84,1.2,1.37,70.27,13.0,46.38,16.22,27.52,0
24.2,28.3,26.9,10.1,2.2,0.7,0.5,1.1,2.2800607569824036,95.0,9.5,5.9,5.2,17333.6,18490.5,0.72,1.11,1.63,68.06,15.08,46.52,15.47,28.63,1
24.2,28.3,26.9,10.1,2.2,0.7,0.5,1.1,2.2800607569824036,96.0,9.9,5.7,5.1,17499.0,18712.0,0.7,1.08,1.55,68.16,15.74,47.26,15.35,28.39,1
24.2,28.3,26.9,10.1,2.2,0.7,0.5,1.1,2.2800607569824036,95.0,10.1,3.3,6.0,17512.9,19211.5,0.75,1.16,1.62,67.85,14.92,46.01,15.57,27.13,1
24.2,28.3,26.9,10.1,2.2,0.7,0.5,1.1,2.2800607569824036,94.0,10.5,2.5,6.9,17458.0,18997.0,0.7,1.13,1.66,68.82,12.96,44.0,17.48,27.82,1
24.2,28.3,26.9,10.1,2.2,0.7,0.5,1.1,2.2800607569824036,95.0,10.5,4.8,5.0,17477.1,18523.8,0.74,1.16,1.54,69.45,12.74,44.14,17.11,28.11,1
24.2,28.3,26.9,10.1,2.2,0.7,0.5,1.1,2.2800607569824036,95.0,10.5,5.5,5.0,17433.3,18008.6,0.7,1.16,1.73,69.44,12.67,44.59,17.19,28.11,1
24.2,28.3,26.9,10.1,2.2,0.7,0.5,1.1,2.2800607569824036,95.0,10.5,5.5,5.0,17529.6,18408.0,0.71,1.14,1.39,69.53,12.69,44.85,16.82,27.75,1
24.2,28.3,26.9,10.1,2.2,0.7,0.5,1.1,2.2800607569824036,94.0,10.5,4.7,5.0,17479.3,18513.6,0.71,1.14,1.28,69.26,12.64,45.58,17.13,27.34,1
24.2,28.3,26.9,10.1,2.2,0.7,0.5,1.1,2.2800607569824036,96.0,10.5,3.8,4.8,16688.6,18582.3,0.71,1.13,1.33,69.87,11.48,45.64,17.02,27.68,1
24.2,28.3,26.9,10.1,2.2,0.7,0.5,1.1,2.2800607569824036,94.0,10.4,4.2,4.2,15507.3,18699.3,0.72,1.12,1.3,69.95,11.7,44.73,17.44,26.94,1
24.2,28.3,26.9,10.1,2.2,0.7,0.5,1.1,2.2800607569824036,94.0,10.1,5.2,3.0,16364.9,18528.5,0.72,1.11,1.24,69.65,12.18,44.46,17.68,26.8,1
24.2,28.3,26.9,10.1,2.2,0.7,0.5,1.1,2.2800607569824036,94.0,10.0,5.4,3.8,18002.8,18992.3,0.74,1.14,1.39,69.8,12.93,45.88,16.74,27.93,1
24.2,28.3,26.9,10.1,2.2,0.7,0.5,1.1,2.2800607569824036,95.0,10.1,5.5,3.7,17745.5,18629.2,0.74,1.14,1.46,69.74,12.69,45.34,16.89,27.44,1
24.2,28.3,26.9,10.1,2.2,0.7,0.5,1.1,2.2800607569824036,94.0,10.4,5.6,3.7,17488.2,18487.2,0.73,1.12,1.34,69.94,11.82,46.32,17.3,27.52,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.0860467804708875,97.0,10.0,5.5,3.9,18975.8,17944.0,0.74,1.13,1.71,69.5,15.49,44.98,16.15,26.97,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.0860467804708875,100.0,9.2,4.8,4.5,19728.8,18939.8,0.81,1.09,1.53,69.8,11.66,45.15,17.18,26.92,0
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.0860467804708875,103.0,9.8,3.3,4.9,19446.2,19232.3,0.84,1.21,1.33,70.22,11.75,42.66,18.4,27.48,0
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.0860467804708875,101.0,5.3,4.6,5.5,18592.5,19233.6,0.73,1.16,1.45,68.53,13.41,47.15,15.72,28.1,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.0860467804708875,101.0,6.3,2.7,7.1,17483.0,18450.0,0.7,1.16,1.48,69.39,12.83,46.84,16.16,28.43,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.0860467804708875,101.0,5.9,5.4,3.0,17793.4,19083.2,0.7,1.17,1.62,67.03,11.4,46.97,16.67,27.84,1
26.0,28.2,25.9,9.4,1.8,0.5,0.4,1.0,2.0860467804708875,92.0,5.5,3.2,5.0,18097.1,18883.7,0.71,1.18,1.72,68.18,11.17,48.54,15.94,29.06,1
24.0,27.9,30.5,6.0,1.2,0.7,0.9,1.3,2.4336332958380202,92.0,12.7,0.1,4.3,17645.2,18608.8,0.74,1.24,2.36,67.15,11.5,45.67,16.51,36.52,1
